eventid|venueid|catid|dateid|eventname|starttime
3474|212|7|1859|For Colored Girls Who Have Considered Suicide When the Rainbow is Enuf|2008-02-02 19:30:00.000000
3678|219|7|1859|Julius Caesar|2008-02-02 14:00:00.000000
4403|108|9|1859|Vampire Weekend|2008-02-02 20:00:00.000000
6451|47|9|1859|Barenaked Ladies|2008-02-02 15:00:00.000000
7558|71|9|1859|Broken Social Scene|2008-02-02 19:30:00.000000
8043|26|9|1859|Brian McKnight|2008-02-02 19:00:00.000000
8432|87|9|1859|Sara Bareilles|2008-02-02 19:00:00.000000
8596|112|9|1859|Missy Higgins|2008-02-02 15:00:00.000000
566|245|6|1860|Les Miserables|2008-02-03 15:00:00.000000
2106|222|7|1860|Look Back in Anger|2008-02-03 19:30:00.000000
2505|209|7|1860|The Glass Menagerie|2008-02-03 14:00:00.000000
2754|213|7|1860|To Be or Not To Be|2008-02-03 15:00:00.000000
4390|76|9|1860|Missy Higgins|2008-02-03 14:00:00.000000
5420|115|9|1860|The Swell Season|2008-02-03 14:00:00.000000
6151|106|9|1860|Allman Brothers Band|2008-02-03 19:00:00.000000
6241|2|9|1860|Isaac Hayes|2008-02-03 19:30:00.000000
6820|87|9|1860|Spoon|2008-02-03 19:00:00.000000
7731|18|9|1860|Linda Eder|2008-02-03 19:00:00.000000
7923|104|9|1860|Scorpions|2008-02-03 15:00:00.000000
8064|8|9|1860|Sammy Hagar|2008-02-03 19:00:00.000000
8238|116|9|1860|Fleet Foxes|2008-02-03 15:00:00.000000
31|303|8|1861|Doctor Atomic|2008-02-04 15:00:00.000000
48|309|8|1861|La Gioconda|2008-02-04 19:30:00.000000
461|302|8|1861|Carmen|2008-02-04 15:00:00.000000
464|303|8|1861|Carmen|2008-02-04 20:00:00.000000
1068|207|6|1861|A Catered Affair|2008-02-04 19:00:00.000000
1491|218|6|1861|Mary Poppins|2008-02-04 14:30:00.000000
1584|259|6|1861|O - Cirque du Soleil|2008-02-04 19:30:00.000000
2683|236|7|1861|A Bronx Tale|2008-02-04 19:30:00.000000
3901|70|9|1861|Squeeze|2008-02-04 14:00:00.000000
5470|55|9|1861|Red Hot Chili Peppers|2008-02-04 15:00:00.000000
5580|94|9|1861|Dolly Parton|2008-02-04 19:30:00.000000
7122|115|9|1861|Vicente Fernandez|2008-02-04 19:00:00.000000
7981|39|9|1861|Steve Miller Band|2008-02-04 19:00:00.000000
8793|79|9|1861|The Rowdy Frynds Tour|2008-02-04 19:00:00.000000
773|217|6|1862|The King and I|2008-02-05 14:30:00.000000
1637|259|6|1862|Legally Blonde|2008-02-05 20:00:00.000000
2045|226|7|1862|The Caretaker|2008-02-05 19:30:00.000000
2652|210|7|1862|Young Frankenstein|2008-02-05 20:00:00.000000
3068|246|7|1862|Electra|2008-02-05 14:00:00.000000
3767|225|7|1862|The Farnsworth Invention|2008-02-05 20:00:00.000000
4831|26|9|1862|John Mellencamp|2008-02-05 19:00:00.000000
4957|128|9|1862|Jesse Lacey|2008-02-05 15:00:00.000000
4982|130|9|1862|Sarah Brightman|2008-02-05 19:00:00.000000
5218|65|9|1862|Yaz|2008-02-05 19:30:00.000000
5817|26|9|1862|Travis Tritt|2008-02-05 19:30:00.000000
6159|51|9|1862|Tailgate 2008|2008-02-05 15:00:00.000000
6162|64|9|1862|Poison|2008-02-05 19:00:00.000000
7272|91|9|1862|Lyle Lovett|2008-02-05 19:00:00.000000
7335|79|9|1862|Neville Brothers|2008-02-05 19:30:00.000000
7965|36|9|1862|Boz Scaggs|2008-02-05 14:00:00.000000
1929|208|7|1863|The Cherry Orchard|2008-02-06 15:00:00.000000
2343|214|7|1863|Iphigenia|2008-02-06 20:00:00.000000
3065|212|7|1863|November|2008-02-06 14:30:00.000000
4577|29|9|1863|Rock the Bells|2008-02-06 14:00:00.000000
4650|54|9|1863|Hootie and the Blowfish|2008-02-06 15:00:00.000000
5097|98|9|1863|Sigur Ros|2008-02-06 19:00:00.000000
5456|51|9|1863|Radiohead|2008-02-06 15:00:00.000000
5798|28|9|1863|Buckcherry|2008-02-06 14:00:00.000000
6604|115|9|1863|Enrique Iglesias|2008-02-06 19:00:00.000000
7476|129|9|1863|John Mayer|2008-02-06 15:00:00.000000
287|302|8|1864|Rusalka|2008-02-07 19:30:00.000000
985|201|6|1864|Chicago|2008-02-07 14:00:00.000000
1346|229|6|1864|Chicago|2008-02-07 14:30:00.000000
2774|243|7|1864|Uncle Vanya|2008-02-07 15:00:00.000000
3620|232|7|1864|The Seafarer|2008-02-07 19:00:00.000000
3812|107|9|1864|Kansas|2008-02-07 19:00:00.000000
4568|60|9|1864|Dj Tiesto|2008-02-07 20:00:00.000000
5979|124|9|1864|David Sanborn|2008-02-07 15:00:00.000000
6420|1|9|1864|Greg Kihn Band|2008-02-07 19:00:00.000000
6716|5|9|1864|Alan Jackson|2008-02-07 15:00:00.000000
7735|77|9|1864|Melissa Etheridge|2008-02-07 19:00:00.000000
8095|77|9|1864|Wyclef Jean|2008-02-07 19:30:00.000000
8449|43|9|1864|Gordon Lightfoot|2008-02-07 19:30:00.000000
1851|249|7|1865|Rhinoceros|2008-02-08 15:00:00.000000
2325|239|7|1865|Glengarry Glen Ross|2008-02-08 19:30:00.000000
2421|240|7|1865|Macbeth|2008-02-08 15:00:00.000000
2846|222|7|1865|To Be or Not To Be|2008-02-08 14:00:00.000000
4155|104|9|1865|Gavin DeGraw|2008-02-08 15:00:00.000000
4344|126|9|1865|Aretha Franklin|2008-02-08 14:00:00.000000
4735|66|9|1865|Bruce Hornsby|2008-02-08 15:00:00.000000
5414|99|9|1865|Coldplay|2008-02-08 14:00:00.000000
5558|59|9|1865|Medeski Martin and Wood|2008-02-08 15:00:00.000000
6207|122|9|1865|Johnny Mathis|2008-02-08 14:00:00.000000
6625|1|9|1865|Carrie Underwood|2008-02-08 19:30:00.000000
8614|21|9|1865|ZZ Top|2008-02-08 14:00:00.000000
8702|12|9|1865|Insane Clown Posse|2008-02-08 19:00:00.000000
1425|232|6|1866|Flower Drum Song|2008-02-09 19:30:00.000000
1724|257|6|1866|Spamalot|2008-02-09 14:30:00.000000
2143|244|7|1866|Romeo and Juliet|2008-02-09 14:30:00.000000
2221|238|7|1866|A Streetcar Named Desire|2008-02-09 14:00:00.000000
2426|244|7|1866|A Man For All Seasons|2008-02-09 20:00:00.000000
3879|47|9|1866|Paul Weller|2008-02-09 14:30:00.000000
4381|69|9|1866|Jonas Brothers|2008-02-09 14:30:00.000000
5573|2|9|1866|Bo Bice|2008-02-09 19:00:00.000000
6332|40|9|1866|War|2008-02-09 14:00:00.000000
7307|75|9|1866|Gretchen Wilson|2008-02-09 15:00:00.000000
8285|106|9|1866|War|2008-02-09 19:30:00.000000
8390|75|9|1866|Trace Adkins|2008-02-09 19:30:00.000000
51|300|8|1867|Tristan und Isolde|2008-02-10 14:00:00.000000
151|302|8|1867|Rusalka|2008-02-10 19:30:00.000000
399|306|8|1867|Eugene Onegin|2008-02-10 20:00:00.000000
452|309|8|1867|The Birds (Die Vogel)|2008-02-10 14:30:00.000000
470|303|8|1867|La Gioconda|2008-02-10 20:00:00.000000
1119|215|6|1867|Mamma Mia!|2008-02-10 14:30:00.000000
1805|248|7|1867|As You Like It|2008-02-10 14:30:00.000000
2088|221|7|1867|Miss Julie|2008-02-10 14:00:00.000000
3463|220|7|1867|Our Town|2008-02-10 14:30:00.000000
6442|33|9|1867|Echo & the Bunnymen|2008-02-10 14:00:00.000000
6517|62|9|1867|Jason Aldean|2008-02-10 14:00:00.000000
6719|56|9|1867|Vampire Weekend|2008-02-10 15:00:00.000000
7939|92|9|1867|Country Thunder USA|2008-02-10 14:00:00.000000
281|302|8|1868|Boris Godunov|2008-02-11 20:00:00.000000
2676|206|7|1868|November|2008-02-11 19:30:00.000000
2693|230|7|1868|Hedda Gabler|2008-02-11 14:00:00.000000
4342|121|9|1868|Citizen Cope|2008-02-11 19:00:00.000000
4480|90|9|1868|Crosby Stills Nash|2008-02-11 20:00:00.000000
6804|44|9|1868|Projekt Revolution|2008-02-11 14:00:00.000000
7752|15|9|1868|Counting Crows and Maroon 5|2008-02-11 19:30:00.000000
8179|82|9|1868|Jesse McCartney|2008-02-11 19:00:00.000000
8233|72|9|1868|Old 97s|2008-02-11 15:00:00.000000
170|302|8|1869|Lucia di Lammermoor|2008-02-12 15:00:00.000000
4345|62|9|1869|G. Love and Special Sauce|2008-02-12 19:30:00.000000
5228|46|9|1869|Lionel Richie|2008-02-12 19:00:00.000000
5465|74|9|1869|Journey|2008-02-12 14:00:00.000000
6519|3|9|1869|American Idols Live|2008-02-12 19:00:00.000000
7987|108|9|1869|Ween|2008-02-12 19:00:00.000000
8019|37|9|1869|Hootie and the Blowfish|2008-02-12 19:30:00.000000
8084|43|9|1869|Dj Tiesto|2008-02-12 19:30:00.000000
1864|226|7|1870|King Lear|2008-02-13 20:00:00.000000
2432|227|7|1870|Cirque du Soleil|2008-02-13 19:30:00.000000
2530|236|7|1870|Thurgood|2008-02-13 14:30:00.000000
4382|32|9|1870|Dj Tiesto|2008-02-13 19:30:00.000000
5253|37|9|1870|Jimmy Buffett|2008-02-13 19:30:00.000000
5362|115|9|1870|Arlo Guthrie|2008-02-13 19:30:00.000000
5598|79|9|1870|Tower of Power|2008-02-13 15:00:00.000000
6641|82|9|1870|Black Kids|2008-02-13 19:30:00.000000
7493|99|9|1870|The National|2008-02-13 19:00:00.000000
143|302|8|1871|The Birds (Die Vogel)|2008-02-14 20:00:00.000000
338|308|8|1871|Simon Boccanegra|2008-02-14 14:30:00.000000
935|228|6|1871|Curtains|2008-02-14 15:00:00.000000
2875|245|7|1871|The Farnsworth Invention|2008-02-14 20:00:00.000000
2963|218|7|1871|Avenue Q|2008-02-14 20:00:00.000000
3002|230|7|1871|The Seafarer|2008-02-14 19:00:00.000000
4503|83|9|1871|The Raconteurs|2008-02-14 14:00:00.000000
4643|99|9|1871|Keith Urban|2008-02-14 19:00:00.000000
4836|73|9|1871|Soulfest|2008-02-14 19:30:00.000000
4881|12|9|1871|Dave Stewart|2008-02-14 15:00:00.000000
5739|41|9|1871|Fab Faux|2008-02-14 19:30:00.000000
7469|111|9|1871|Kool and The Gang|2008-02-14 14:00:00.000000
8697|50|9|1871|Stone Temple Pilots|2008-02-14 15:00:00.000000
79|302|8|1872|La Boheme|2008-02-15 20:00:00.000000
103|302|8|1872|The Magic Flute|2008-02-15 15:00:00.000000
627|229|6|1872|High Society|2008-02-15 14:00:00.000000
1405|207|6|1872|Jersey Boys|2008-02-15 14:00:00.000000
2390|241|7|1872|The Country Girl|2008-02-15 15:00:00.000000
2563|246|7|1872|Hamlet|2008-02-15 20:00:00.000000
3700|210|7|1872|The 39 Steps|2008-02-15 19:30:00.000000
4185|103|9|1872|Smokey Robinson|2008-02-15 19:00:00.000000
7703|78|9|1872|Feist|2008-02-15 14:00:00.000000
7759|82|9|1872|Chaka Khan|2008-02-15 19:00:00.000000
7903|90|9|1872|Little Big Town|2008-02-15 19:30:00.000000
7925|101|9|1872|Spoon|2008-02-15 19:00:00.000000
8113|17|9|1872|Santana|2008-02-15 15:00:00.000000
8429|33|9|1872|Ani DiFranco|2008-02-15 14:00:00.000000
65|307|8|1873|Madama Butterfly|2008-02-16 15:00:00.000000
463|303|8|1873|Tristan und Isolde|2008-02-16 19:00:00.000000
613|236|6|1873|Pal Joey|2008-02-16 15:00:00.000000
750|235|6|1873|Les Miserables|2008-02-16 20:00:00.000000
2192|205|7|1873|Rock 'n' Roll|2008-02-16 19:30:00.000000
2341|238|7|1873|Our Town|2008-02-16 14:30:00.000000
2577|244|7|1873|The 39 Steps|2008-02-16 14:00:00.000000
2911|231|7|1873|November|2008-02-16 19:30:00.000000
3919|51|9|1873|Stray Cats|2008-02-16 20:00:00.000000
4607|55|9|1873|Air Supply|2008-02-16 20:00:00.000000
5557|86|9|1873|Ringo Starr|2008-02-16 19:00:00.000000
6386|84|9|1873|Journey|2008-02-16 19:00:00.000000
7942|27|9|1873|Flogging Molly|2008-02-16 15:00:00.000000
8345|37|9|1873|Joe Cocker|2008-02-16 14:00:00.000000
345|308|8|1874|Thais|2008-02-17 14:00:00.000000
460|305|8|1874|The Fly|2008-02-17 19:30:00.000000
726|212|6|1874|High Society|2008-02-17 14:30:00.000000
743|201|6|1874|Jersey Boys|2008-02-17 20:00:00.000000
1331|249|6|1874|South Pacific|2008-02-17 19:00:00.000000
1538|262|6|1874|Phantom of the Opera|2008-02-17 14:30:00.000000
1937|211|7|1874|To Be or Not To Be|2008-02-17 19:00:00.000000
2205|249|7|1874|Spring Awakening|2008-02-17 15:00:00.000000
2337|205|7|1874|As You Like It|2008-02-17 19:30:00.000000
2498|220|7|1874|All My Sons|2008-02-17 19:30:00.000000
3709|214|7|1874|Thurgood|2008-02-17 15:00:00.000000
5108|71|9|1874|Bon Jovi|2008-02-17 19:00:00.000000
5624|111|9|1874|Serj Tankian|2008-02-17 19:00:00.000000
6104|120|9|1874|Return To Forever|2008-02-17 19:30:00.000000
6482|89|9|1874|Goo Goo Dolls|2008-02-17 19:30:00.000000
6680|15|9|1874|Brad Paisley|2008-02-17 15:00:00.000000
6712|107|9|1874|Gladys Knight|2008-02-17 14:00:00.000000
7644|103|9|1874|Brand New|2008-02-17 19:00:00.000000
8547|114|9|1874|Dropkick Murphys|2008-02-17 19:30:00.000000
1833|207|7|1875|The Seagull|2008-02-18 15:00:00.000000
2524|225|7|1875|Macbeth|2008-02-18 15:00:00.000000
3677|246|7|1875|The Glass Menagerie|2008-02-18 19:30:00.000000
4113|90|9|1875|KT Tunstall|2008-02-18 19:30:00.000000
4389|22|9|1875|Celine Dion|2008-02-18 14:30:00.000000
5193|77|9|1875|John Mellencamp|2008-02-18 19:00:00.000000
6108|34|9|1875|Juan Luis Guerra|2008-02-18 19:00:00.000000
6311|28|9|1875|Chromeo|2008-02-18 14:00:00.000000
8649|19|9|1875|Greg Kihn Band|2008-02-18 19:30:00.000000
136|307|8|1876|Doctor Atomic|2008-02-19 19:30:00.000000
970|235|6|1876|The Little Mermaid|2008-02-19 19:30:00.000000
2874|219|7|1876|Miss Julie|2008-02-19 14:00:00.000000
3313|219|7|1876|Iphigenia|2008-02-19 20:00:00.000000
3840|14|9|1876|Gwen Stefani|2008-02-19 19:30:00.000000
4225|19|9|1876|Zombies|2008-02-19 15:00:00.000000
4991|99|9|1876|Lyle Lovett|2008-02-19 15:00:00.000000
5462|43|9|1876|Nas|2008-02-19 19:30:00.000000
5743|37|9|1876|Ray Lamontagne|2008-02-19 15:00:00.000000
6373|34|9|1876|Live|2008-02-19 14:00:00.000000
7266|3|9|1876|Rusted Root|2008-02-19 19:30:00.000000
8115|19|9|1876|George Thorogood|2008-02-19 14:00:00.000000
8222|5|9|1876|Nine Inch Nails|2008-02-19 14:00:00.000000
8265|70|9|1876|Boyz II Men|2008-02-19 19:00:00.000000
1102|209|6|1877|Fiddler on the Roof|2008-02-20 19:00:00.000000
1476|239|6|1877|Oliver!|2008-02-20 14:00:00.000000
2156|215|7|1877|To Be or Not To Be|2008-02-20 19:30:00.000000
3135|216|7|1877|The Cherry Orchard|2008-02-20 19:30:00.000000
3820|39|9|1877|Oasis|2008-02-20 19:30:00.000000
4478|56|9|1877|Boston|2008-02-20 14:30:00.000000
4486|90|9|1877|Alkaline Trio|2008-02-20 14:00:00.000000
4776|85|9|1877|Mark Knopfler|2008-02-20 14:30:00.000000
4924|33|9|1877|Gary Allan|2008-02-20 14:00:00.000000
8795|64|9|1877|Smokey Robinson|2008-02-20 19:00:00.000000
96|308|8|1878|Rigoletto|2008-02-21 19:00:00.000000
1104|206|6|1878|High Society|2008-02-21 14:30:00.000000
2314|245|7|1878|The Frogs|2008-02-21 14:30:00.000000
2526|202|7|1878|The Seafarer|2008-02-21 19:30:00.000000
2564|218|7|1878|Rhinoceros|2008-02-21 20:00:00.000000
3754|216|7|1878|August: Osage County|2008-02-21 20:00:00.000000
4635|17|9|1878|Demi Lovato|2008-02-21 14:00:00.000000
4804|119|9|1878|Decemberists|2008-02-21 19:30:00.000000
6823|92|9|1878|Eagles|2008-02-21 14:00:00.000000
7460|100|9|1878|Bo Bice|2008-02-21 15:00:00.000000
7872|128|9|1878|Shakira|2008-02-21 15:00:00.000000
8618|124|9|1878|George Michael|2008-02-21 14:00:00.000000
181|308|8|1879|Tristan und Isolde|2008-02-22 20:00:00.000000
1607|257|6|1879|Phantom of the Opera|2008-02-22 20:00:00.000000
1976|227|7|1879|Spring Awakening|2008-02-22 15:00:00.000000
2157|209|7|1879|Miss Julie|2008-02-22 20:00:00.000000
2533|236|7|1879|August: Osage County|2008-02-22 14:30:00.000000
2933|217|7|1879|The Caretaker|2008-02-22 14:00:00.000000
3321|229|7|1879|Hamlet|2008-02-22 14:30:00.000000
3793|231|7|1879|Wicked|2008-02-22 14:30:00.000000
5065|113|9|1879|The Police|2008-02-22 14:00:00.000000
5157|76|9|1879|Janet Jackson|2008-02-22 15:00:00.000000
5392|36|9|1879|Reba and Kelly Clarkson|2008-02-22 15:00:00.000000
7076|93|9|1879|Dennis DeYoung|2008-02-22 19:30:00.000000
7420|79|9|1879|Vince Gill|2008-02-22 15:00:00.000000
8268|14|9|1879|Ben E. King|2008-02-22 19:00:00.000000
8471|118|9|1879|Little River Band|2008-02-22 19:30:00.000000
64|309|8|1880|Rusalka|2008-02-23 19:30:00.000000
1645|254|6|1880|Beatles LOVE|2008-02-23 20:00:00.000000
1729|261|6|1880|Beatles LOVE|2008-02-23 20:00:00.000000
2477|228|7|1880|Waiting for Godot|2008-02-23 15:00:00.000000
3158|232|7|1880|Rhinoceros|2008-02-23 14:30:00.000000
3189|205|7|1880|The Homecoming|2008-02-23 20:00:00.000000
3798|216|7|1880|Waiting for Godot|2008-02-23 20:00:00.000000
4078|65|9|1880|Black Eyed Peas|2008-02-23 20:00:00.000000
4198|29|9|1880|Wilco|2008-02-23 14:00:00.000000
6513|113|9|1880|O.A.R.|2008-02-23 15:00:00.000000
6526|56|9|1880|Billy Joel|2008-02-23 15:00:00.000000
6709|66|9|1880|Fergie|2008-02-23 14:00:00.000000
7462|130|9|1880|Bloc Party|2008-02-23 15:00:00.000000
7795|108|9|1880|The Swell Season|2008-02-23 15:00:00.000000
8139|118|9|1880|Sigur Ros|2008-02-23 15:00:00.000000
8196|20|9|1880|Taylor Swift|2008-02-23 19:30:00.000000
691|217|6|1881|Mary Poppins|2008-02-24 14:30:00.000000
697|217|6|1881|Jersey Boys|2008-02-24 19:30:00.000000
868|214|6|1881|Mamma Mia!|2008-02-24 19:00:00.000000
2932|206|7|1881|As You Like It|2008-02-24 14:00:00.000000
3541|246|7|1881|Endgame|2008-02-24 14:00:00.000000
4509|39|9|1881|Rush|2008-02-24 15:00:00.000000
6808|128|9|1881|Johnny Mathis|2008-02-24 14:00:00.000000
7593|87|9|1881|Feist|2008-02-24 14:00:00.000000
7596|32|9|1881|Keith Urban|2008-02-24 19:30:00.000000
184|303|8|1882|The Birds (Die Vogel)|2008-02-25 14:30:00.000000
509|218|6|1882|West Side Story|2008-02-25 19:30:00.000000
1243|249|6|1882|Pal Joey|2008-02-25 14:30:00.000000
2216|217|7|1882|Thurgood|2008-02-25 20:00:00.000000
2468|202|7|1882|The Farnsworth Invention|2008-02-25 19:00:00.000000
3315|232|7|1882|The Tempest|2008-02-25 14:30:00.000000
4933|93|9|1882|Kansas|2008-02-25 14:00:00.000000
5106|7|9|1882|Hall and Oates|2008-02-25 19:30:00.000000
5980|97|9|1882|Ben E. King|2008-02-25 19:00:00.000000
8340|50|9|1882|Bonnie Raitt|2008-02-25 19:00:00.000000
8664|19|9|1882|Fergie|2008-02-25 15:00:00.000000
504|208|6|1883|Legally Blonde|2008-02-26 19:30:00.000000
1010|208|6|1883|Spamalot|2008-02-26 20:00:00.000000
1113|205|6|1883|Hairspray|2008-02-26 15:00:00.000000
1454|225|6|1883|Jersey Boys|2008-02-26 15:00:00.000000
2038|221|7|1883|A Bronx Tale|2008-02-26 20:00:00.000000
3590|205|7|1883|Endgame|2008-02-26 14:30:00.000000
3666|224|7|1883|Rosencrantz and Guildenstern Are Dead|2008-02-26 14:00:00.000000
3834|60|9|1883|KT Tunstall|2008-02-26 15:00:00.000000
4188|70|9|1883|Ray Lamontagne|2008-02-26 19:30:00.000000
5928|22|9|1883|Linda Ronstadt|2008-02-26 19:00:00.000000
6539|38|9|1883|English Beat|2008-02-26 19:30:00.000000
6544|98|9|1883|Alicia Keys|2008-02-26 15:00:00.000000
7061|93|9|1883|Daughtry|2008-02-26 14:00:00.000000
7561|65|9|1883|Michael McDonald|2008-02-26 19:00:00.000000
7886|19|9|1883|Crosby Stills Nash|2008-02-26 19:30:00.000000
8328|89|9|1883|Britney Spears|2008-02-26 19:30:00.000000
977|209|6|1884|High Society|2008-02-27 19:00:00.000000
1080|244|6|1884|The Little Mermaid|2008-02-27 14:00:00.000000
2029|219|7|1884|Glengarry Glen Ross|2008-02-27 14:00:00.000000
2703|226|7|1884|August: Osage County|2008-02-27 15:00:00.000000
2751|224|7|1884|A Bronx Tale|2008-02-27 20:00:00.000000
2909|207|7|1884|For Colored Girls Who Have Considered Suicide When the Rainbow is Enuf|2008-02-27 20:00:00.000000
3674|240|7|1884|Cirque du Soleil|2008-02-27 14:00:00.000000
4973|22|9|1884|Sunday in the Country|2008-02-27 14:00:00.000000
5662|105|9|1884|Decemberists|2008-02-27 19:30:00.000000
5810|19|9|1884|Nashville Star|2008-02-27 19:30:00.000000
6764|18|9|1884|Little River Band|2008-02-27 15:00:00.000000
7095|60|9|1884|Bo Bice|2008-02-27 19:00:00.000000
8296|64|9|1884|Natalie Cole|2008-02-27 19:00:00.000000
8753|71|9|1884|Coheed and Cambria|2008-02-27 14:00:00.000000
1504|250|6|1885|Phantom of the Opera|2008-02-28 19:30:00.000000
1668|252|6|1885|Mystere Cirque du Soleil|2008-02-28 19:00:00.000000
1670|254|6|1885|Folies Bergere|2008-02-28 14:00:00.000000
3337|207|7|1885|To Be or Not To Be|2008-02-28 19:00:00.000000
3874|129|9|1885|America|2008-02-28 15:00:00.000000
4105|126|9|1885|Amos Lee|2008-02-28 20:00:00.000000
5430|130|9|1885|Alan Jackson|2008-02-28 15:00:00.000000
7537|20|9|1885|Nashville Star|2008-02-28 19:00:00.000000
7598|14|9|1885|Paul Weller|2008-02-28 19:00:00.000000
8260|31|9|1885|Michael Bolton|2008-02-28 14:00:00.000000
838|206|6|1886|Seven Brides for Seven Brothers|2008-03-01 15:00:00.000000
907|247|6|1886|State Fair|2008-03-01 14:30:00.000000
1090|217|6|1886|Chicago|2008-03-01 19:30:00.000000
3494|210|7|1886|The Country Girl|2008-03-01 20:00:00.000000
4221|41|9|1886|America|2008-03-01 14:00:00.000000
4401|107|9|1886|Joe Cocker|2008-03-01 19:30:00.000000
4892|18|9|1886|Emmylou Harris|2008-03-01 15:00:00.000000
6510|130|9|1886|Mos Def|2008-03-01 19:30:00.000000
6588|17|9|1886|Tom Petty and the Heartbreakers|2008-03-01 14:00:00.000000
6686|48|9|1886|Sara Evans|2008-03-01 14:00:00.000000
7319|58|9|1886|Trisha Yearwood|2008-03-01 14:00:00.000000
302|304|8|1887|The Magic Flute|2008-03-02 15:00:00.000000
307|306|8|1887|La Cenerentola (Cinderella)|2008-03-02 19:30:00.000000
1553|263|6|1887|Legally Blonde|2008-03-02 19:00:00.000000
2539|234|7|1887|Avenue Q|2008-03-02 15:00:00.000000
3143|227|7|1887|Iphigenia|2008-03-02 14:30:00.000000
3232|217|7|1887|Wicked|2008-03-02 20:00:00.000000
3301|225|7|1887|King Lear|2008-03-02 19:30:00.000000
5090|16|9|1887|Taylor Swift|2008-03-02 15:00:00.000000
6093|37|9|1887|Bloc Party|2008-03-02 19:00:00.000000
7330|34|9|1887|Sound Tribe Sector 9|2008-03-02 15:00:00.000000
8184|87|9|1887|Arlo Guthrie|2008-03-02 14:00:00.000000
8643|36|9|1887|Bad Company|2008-03-02 14:00:00.000000
637|243|6|1888|Billy Elliot the Musical|2008-03-03 14:00:00.000000
2004|239|7|1888|Wicked|2008-03-03 15:00:00.000000
5453|13|9|1888|El Monstero y Los Masked Avengers|2008-03-03 14:00:00.000000
5497|99|9|1888|Crue Fest|2008-03-03 15:00:00.000000
8052|24|9|1888|English Beat|2008-03-03 14:00:00.000000
444|303|8|1889|Salome|2008-03-04 19:30:00.000000
1259|243|6|1889|A Catered Affair|2008-03-04 20:00:00.000000
1278|247|6|1889|High Society|2008-03-04 20:00:00.000000
1930|223|7|1889|Passing Strange|2008-03-04 14:30:00.000000
1950|212|7|1889|The Homecoming|2008-03-04 20:00:00.000000
3512|208|7|1889|Julius Caesar|2008-03-04 15:00:00.000000
3776|208|7|1889|Romeo and Juliet|2008-03-04 14:30:00.000000
4730|79|9|1889|Mars Volta|2008-03-04 19:00:00.000000
6086|5|9|1889|Linkin Park|2008-03-04 14:00:00.000000
6975|29|9|1889|Motley Crue|2008-03-04 19:00:00.000000
7042|129|9|1889|Rick Braun|2008-03-04 19:00:00.000000
7094|3|9|1889|Gipsy Kings|2008-03-04 19:00:00.000000
7676|40|9|1889|Idina Menzel|2008-03-04 19:30:00.000000
7719|107|9|1889|Poison|2008-03-04 19:30:00.000000
7839|112|9|1889|Black Crowes|2008-03-04 19:00:00.000000
8177|77|9|1889|Sarah Brightman|2008-03-04 19:00:00.000000
563|205|6|1890|Seven Brides for Seven Brothers|2008-03-05 15:00:00.000000
1292|226|6|1890|Chicago|2008-03-05 14:30:00.000000
1563|262|6|1890|Zumanity|2008-03-05 19:30:00.000000
3091|221|7|1890|The Seagull|2008-03-05 14:30:00.000000
3418|236|7|1890|August: Osage County|2008-03-05 20:00:00.000000
4194|12|9|1890|Decemberists|2008-03-05 19:00:00.000000
4223|108|9|1890|Luis Miguel|2008-03-05 14:00:00.000000
